City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Itacoatiara,BR,2022-04-10 15:02:50,-3.1431,-58.4442,72.77,99,100,5.1
295,Boddam,GB,2022-04-10 15:02:50,57.4667,-1.7833,48.43,70,97,8.93
296,Vostok,RU,2022-04-10 15:02:50,46.4856,135.8833,32.05,95,99,4.97
297,Kaputa,ZM,2022-04-10 15:02:51,-8.4689,29.6619,78.84,69,62,2.44
298,Sirjan,IR,2022-04-10 15:02:51,29.452,55.6814,75.07,6,91,9.42
299,Almeria,ES,2022-04-10 15:02:51,37.1667,-2.3333,65.77,53,75,9.48
300,Tulun,RU,2022-04-10 15:02:52,54.5611,100.5792,30.09,84,100,4.56
301,Niksar,TR,2022-04-10 15:02:52,40.5917,36.9517,66.47,59,88,4.99
302,Nabire,ID,2022-04-10 15:02:52,-3.3667,135.4833,74.71,96,100,4.03
303,Olinda,BR,2022-04-10 15:02:53,-8.0089,-34.8553,83.35,72,58,12.33
304,Pevek,RU,2022-04-10 15:02:53,69.7008,170.3133,-18.85,100,92,3.13
305,Berlevag,NO,2022-04-10 15:02:53,70.8578,29.0864,35.4,82,7,16.84
306,Bulgan,MN,2022-04-10 15:02:54,48.8125,103.5347,20.79,80,100,7.34
307,Adolfo Lopez Mateos,MX,2022-04-10 15:02:54,28.4667,-107.3,53.92,50,33,11.1
308,San Patricio,US,2022-04-10 14:59:40,28.017,-97.5169,77.09,61,0,25.39
309,Salalah,OM,2022-04-10 15:01:38,17.0151,54.0924,82.85,63,0,4.32
310,Gisborne,NZ,2022-04-10 15:02:55,-38.6533,178.0042,53.4,89,4,6.31
311,Los Llanos De Aridane,ES,2022-04-10 15:02:55,28.6585,-17.9182,64.15,79,20,7.0
312,Astana,KZ,2022-04-10 14:59:52,51.1801,71.446,40.95,56,0,11.18
313,Coquimbo,CL,2022-04-10 15:02:55,-29.9533,-71.3436,62.83,72,1,5.7
314,Sai Buri,TH,2022-04-10 15:02:56,6.7013,101.6168,79.66,83,33,4.97
315,Dholka,IN,2022-04-10 15:02:56,22.7167,72.4667,97.18,38,6,14.5
316,Clyde River,CA,2022-04-10 15:03:56,70.4692,-68.5914,5.5,90,100,4.23
317,Gazli,UZ,2022-04-10 15:03:57,40.1333,63.45,83.37,20,100,13.76
318,Codrington,AU,2022-04-10 15:01:46,-38.2667,141.9667,58.73,75,100,12.93
319,San Jeronimo,PE,2022-04-10 15:03:57,-11.9472,-75.2829,53.19,72,100,0.6
320,Afua,BR,2022-04-10 15:03:57,-0.1567,-50.3867,77.99,92,100,6.91
321,Waitara,NZ,2022-04-10 15:03:58,-38.925,174.25,55.22,83,7,3.04
322,Vitim,RU,2022-04-10 15:03:58,59.4511,112.5578,13.87,97,69,2.51
323,Vicuna,CL,2022-04-10 15:03:58,-30.0319,-70.7081,72.77,47,1,6.98
324,Sohag,EG,2022-04-10 15:03:59,26.557,31.6948,96.01,8,1,13.2
325,Caceres,ES,2022-04-10 15:03:59,39.522,-6.3748,75.36,34,2,15.99
326,Soyo,AO,2022-04-10 15:03:59,-6.1349,12.3689,82.22,73,47,8.99
327,Lulea,SE,2022-04-10 15:04:00,65.5842,22.1547,33.87,80,100,6.91
328,Katiola,CI,2022-04-10 15:04:00,8.1333,-5.1,98.53,34,17,3.22
329,Nantucket,US,2022-04-10 15:02:39,41.2835,-70.0995,53.74,61,0,14.97
330,Port Moresby,PG,2022-04-10 15:04:00,-9.4431,147.1797,77.94,88,97,3.11
331,Comodoro Rivadavia,AR,2022-04-10 14:50:17,-45.8667,-67.5,51.66,76,100,14.97
332,Porto Novo,BJ,2022-04-10 14:59:53,6.4965,2.6036,87.62,64,78,11.34
333,Harper,LR,2022-04-10 15:04:01,4.375,-7.7169,85.68,66,90,7.29
334,Jati,PK,2022-04-10 15:04:01,24.3539,68.2671,88.16,35,72,13.06
335,Tomatlan,MX,2022-04-10 15:04:01,19.9333,-105.25,81.55,49,0,0.11
336,Coahuayana,MX,2022-04-10 15:00:47,18.7333,-103.6833,85.3,42,31,2.44
337,Moree,AU,2022-04-10 15:04:02,-29.4667,149.85,70.3,64,0,6.02
338,Tilichiki,RU,2022-04-10 15:00:28,60.4667,166.1,4.8,96,42,8.84
339,Ucluelet,CA,2022-04-10 15:04:02,48.9329,-125.5528,36.09,92,100,2.89
340,Morehead,US,2022-04-10 15:04:03,37.2711,-87.1764,56.79,47,0,9.22
341,Intipuca,SV,2022-04-10 15:04:03,13.1969,-88.0544,87.75,42,27,7.43
342,Ban Nahin,LA,2022-04-10 15:04:03,18.2418,104.2122,81.03,48,23,3.09
343,Lorengau,PG,2022-04-10 14:59:38,-2.0226,147.2712,80.8,82,93,8.66
344,Lompoc,US,2022-04-10 15:04:04,34.6391,-120.4579,62.13,93,0,3.44
345,Walvis Bay,NA,2022-04-10 15:04:04,-22.9575,14.5053,70.14,52,0,12.3
346,Muzhi,RU,2022-04-10 15:04:04,65.3667,64.6667,34.18,100,100,8.79
347,Lipari,IT,2022-04-10 15:04:05,38.4674,14.954,60.33,62,0,27.36
348,Praia Grande,BR,2022-04-10 15:04:05,-24.0058,-46.4028,86.14,88,100,8.93
349,Wewak,PG,2022-04-10 15:04:05,-3.5534,143.6268,78.91,85,9,5.26
350,Bambous Virieux,MU,2022-04-10 14:54:52,-20.3428,57.7575,77.25,88,75,11.5
351,Vila Franca Do Campo,PT,2022-04-10 15:02:09,37.7167,-25.4333,57.61,66,47,23.31
352,Lazaro Cardenas,MX,2022-04-10 15:00:05,17.9583,-102.2,80.51,65,62,1.48
353,San Juan,AR,2022-04-10 15:00:44,-31.5375,-68.5364,64.62,58,68,19.55
354,Half Moon Bay,US,2022-04-10 15:00:51,37.4636,-122.4286,58.53,57,0,11.5
355,Batesville,US,2022-04-10 15:04:06,35.7698,-91.641,68.07,67,0,8.05
356,Tapah,MY,2022-04-10 15:04:07,4.2004,101.2598,75.63,94,66,2.84
357,Dovolnoye,RU,2022-04-10 15:04:07,54.4958,79.6671,30.33,76,8,8.32
358,Rawah,IQ,2022-04-10 15:04:07,34.4816,41.9093,82.96,15,99,0.78
359,Ukiah,US,2022-04-10 15:00:03,39.1502,-123.2078,51.64,60,99,1.01
360,Oga,IT,2022-04-10 15:04:08,46.4631,10.347,43.97,61,17,6.35
361,Clarksburg,US,2022-04-10 15:00:08,39.2807,-80.3445,44.91,71,28,11.01
362,Patacamaya,BO,2022-04-10 15:04:08,-17.2333,-67.9167,54.34,48,36,5.93
363,Gizo,SB,2022-04-10 15:05:08,-8.103,156.8419,82.47,73,85,4.32
364,Aykhal,RU,2022-04-10 15:01:15,66.0,111.5,8.46,100,52,2.98
365,Chebsara,RU,2022-04-10 15:05:09,59.2002,38.8356,45.73,89,100,4.54
366,Parabel,RU,2022-04-10 15:05:09,58.6978,81.4825,10.72,93,32,4.72
367,Puerto Maldonado,PE,2022-04-10 15:05:09,-12.6,-69.1833,86.22,58,85,3.69
368,Sortland,NO,2022-04-10 15:05:10,68.6949,15.4162,39.16,55,99,10.6
369,Arras,FR,2022-04-10 15:05:10,50.293,2.7819,56.46,49,98,6.24
370,Atar,MR,2022-04-10 15:03:14,20.5169,-13.0499,100.08,3,0,9.4
371,Cedar Falls,US,2022-04-10 15:04:25,42.5278,-92.4455,53.55,40,0,25.99
372,Santa Rosa,PH,2022-04-10 15:02:34,14.3122,121.1114,82.09,78,100,7.25
373,Meulaboh,ID,2022-04-10 15:05:11,4.1363,96.1285,78.76,85,91,0.76
374,Zhanaozen,KZ,2022-04-10 15:05:11,43.3,52.8,67.46,30,0,3.83
375,Kud,IN,2022-04-10 15:05:11,33.0833,75.2833,60.44,26,0,8.52
376,Maizuru,JP,2022-04-10 15:05:12,35.45,135.3333,57.79,72,95,6.33
377,Urman,RU,2022-04-10 15:05:12,54.8831,56.8742,46.65,83,100,5.64
378,Poum,NC,2022-04-10 15:01:55,-20.2333,164.0167,79.5,76,57,14.43
379,Flinders,AU,2022-04-10 15:01:39,-34.5833,150.8552,64.38,90,1,7.0
380,Ostrovnoy,RU,2022-04-10 15:02:06,68.0531,39.5131,33.69,98,100,18.72
381,Baykit,RU,2022-04-10 15:05:12,61.67,96.37,24.53,95,100,4.61
382,Ndioum,SN,2022-04-10 15:02:02,16.5129,-14.6471,104.07,6,3,9.71
383,Okha,RU,2022-04-10 15:00:17,53.5739,142.9478,17.13,93,83,4.97
384,Evensk,RU,2022-04-10 15:05:13,61.95,159.2333,8.26,76,96,11.12
385,Waingapu,ID,2022-04-10 15:05:13,-9.6567,120.2641,77.86,79,49,4.36
386,Cabedelo,BR,2022-04-10 15:05:14,-6.9811,-34.8339,88.47,65,54,14.43
387,Seoul,KR,2022-04-10 15:01:08,37.5683,126.9778,58.39,56,77,1.77
388,Dauphin,CA,2022-04-10 15:04:25,51.1494,-100.0502,40.15,67,1,11.59
389,Barcelos,PT,2022-04-10 15:05:14,41.5388,-8.6151,69.91,64,13,12.19
390,Placido De Castro,BR,2022-04-10 15:05:14,-10.3353,-67.1856,85.75,64,95,4.9
391,Tarata,BO,2022-04-10 15:05:15,-17.6167,-66.0167,72.82,43,17,6.04
392,Makat,KZ,2022-04-10 15:05:15,47.6469,53.3463,59.41,63,18,6.42
393,Vila,PT,2022-04-10 15:01:39,42.0304,-8.1588,67.69,44,57,13.71
394,Airai,TL,2022-04-10 15:00:43,-8.9266,125.4092,58.37,82,19,2.21
395,Irece,BR,2022-04-10 15:04:17,-11.3042,-41.8558,91.29,25,6,4.59
396,Horta,PT,2022-04-10 15:05:16,38.5333,-28.6333,55.04,76,40,27.63
397,Padang,ID,2022-04-10 15:05:16,-0.9492,100.3543,82.45,88,100,3.83
398,Mao,ES,2022-04-10 15:05:16,39.8885,4.2658,61.36,48,0,9.22
399,Naryan-Mar,RU,2022-04-10 15:05:17,67.6713,53.087,35.31,100,100,11.97
400,Mahenge,TZ,2022-04-10 15:05:17,-8.6833,36.7167,69.53,86,93,0.58
401,Iqaluit,CA,2022-04-10 15:01:17,63.7506,-68.5145,23.7,85,100,3.51
402,Rijeka,HR,2022-04-10 15:05:17,45.3431,14.4092,56.91,36,40,7.0
403,Atambua,ID,2022-04-10 15:01:07,-9.1061,124.8925,72.52,88,35,4.52
404,Orcopampa,PE,2022-04-10 15:05:18,-15.2661,-72.3417,52.95,49,35,1.68
405,Manakara,MG,2022-04-10 15:05:18,-22.1333,48.0167,75.72,79,7,5.06
406,San Cristobal,VE,2022-04-10 15:03:53,7.7669,-72.225,83.95,39,100,8.61
407,Victoria,HK,2022-04-10 15:05:19,22.2855,114.1577,75.38,77,0,5.99
408,Arganil,PT,2022-04-10 15:05:19,40.2183,-8.054,76.89,35,8,15.84
409,Katsuura,JP,2022-04-10 15:01:15,35.1333,140.3,61.27,89,13,9.86
410,Juneau,US,2022-04-10 15:05:19,58.3019,-134.4197,33.22,92,9,4.23
411,Yulara,AU,2022-04-10 15:06:20,-25.2406,130.9889,66.04,24,0,0.0
412,Kichmengskiy Gorodok,RU,2022-04-10 15:06:20,59.9816,45.7854,42.15,96,100,10.0
413,Chokurdakh,RU,2022-04-10 15:06:20,70.6333,147.9167,-19.19,100,100,2.8
414,Bagdarin,RU,2022-04-10 15:06:21,54.4333,113.6,25.14,88,100,1.32
415,Mumford,GH,2022-04-10 15:06:21,5.2618,-0.759,85.35,68,62,13.4
416,Grand Baie,MU,2022-04-10 15:06:21,-20.0182,57.5802,76.44,87,30,17.02
417,Arman,RU,2022-04-10 15:06:21,59.7,150.1667,5.5,80,28,10.47
418,La Paz,BO,2022-04-10 15:02:24,-16.5,-68.15,54.84,57,67,3.44
419,Upata,VE,2022-04-10 15:06:22,8.0086,-62.3989,88.32,41,62,8.43
420,Udachnyy,RU,2022-04-10 15:06:22,66.4167,112.4,5.56,100,42,3.56
421,Bonavista,CA,2022-04-10 15:06:23,48.6499,-53.1147,36.1,96,100,10.18
422,Zabaykalsk,RU,2022-04-10 15:06:23,49.6333,117.3167,30.67,72,99,6.78
423,Kruisfontein,ZA,2022-04-10 15:02:05,-34.0033,24.7314,66.88,79,80,15.88
424,Shahr-E Babak,IR,2022-04-10 15:06:23,30.1165,55.1186,71.76,6,12,15.97
425,Chirongui,YT,2022-04-10 15:06:24,-12.9319,45.1483,85.93,71,77,11.01
426,Pacific Grove,US,2022-04-10 15:01:51,36.6177,-121.9166,55.51,86,64,1.01
427,Uvat,RU,2022-04-10 15:06:24,59.1433,68.8953,30.85,93,86,4.94
428,Catalina,US,2022-04-10 15:06:24,32.5056,-110.9211,71.71,27,0,5.99
429,Richards Bay,ZA,2022-04-10 15:06:25,-28.783,32.0377,69.89,77,100,7.45
430,Buala,SB,2022-04-10 15:01:57,-8.145,159.5921,79.29,82,14,3.27
431,Santa Isabel Do Rio Negro,BR,2022-04-10 15:06:25,-0.4139,-65.0192,86.94,61,100,3.6
432,Descalvado,BR,2022-04-10 15:06:25,-21.9039,-47.6194,80.92,61,29,4.18
433,Fairbanks,US,2022-04-10 15:02:10,64.8378,-147.7164,13.24,63,100,0.0
434,Fort Nelson,CA,2022-04-10 15:06:26,58.8053,-122.7002,20.71,89,95,6.38
435,Husavik,IS,2022-04-10 15:06:26,66.0449,-17.3389,34.18,73,97,5.03
436,Talcahuano,CL,2022-04-10 15:06:26,-36.7167,-73.1167,56.88,62,40,9.22
437,Mingyue,CN,2022-04-10 15:06:27,43.1069,128.9217,60.94,53,99,6.8
438,Fortuna,US,2022-04-10 15:06:27,40.5982,-124.1573,44.94,85,0,6.91
439,Goderich,CA,2022-04-10 15:06:27,43.7501,-81.7165,36.91,77,100,14.43
440,Yendi,GH,2022-04-10 15:06:28,9.4427,-0.0099,102.22,24,100,5.46
441,Saldanha,ZA,2022-04-10 15:01:45,-33.0117,17.9442,67.24,57,0,9.55
442,Stuttgart,DE,2022-04-10 15:04:34,48.7823,9.177,51.42,63,40,4.61
443,Umea,SE,2022-04-10 15:06:28,63.8284,20.2597,31.93,93,100,9.22
444,Aksarka,RU,2022-04-10 15:06:29,66.5606,67.7975,33.37,100,100,9.62
445,Minervino Murge,IT,2022-04-10 15:06:29,41.0843,16.0784,54.25,60,86,24.9
446,Sabzevar,IR,2022-04-10 15:06:29,36.2126,57.6819,75.34,23,3,10.51
447,Richmond,US,2022-04-10 15:06:27,37.5538,-77.4603,51.17,44,75,13.8
448,Uruzgan,AF,2022-04-10 15:06:30,32.8333,66.0,74.07,15,100,3.09
449,Sisimiut,GL,2022-04-10 15:06:30,66.9395,-53.6735,25.23,61,100,1.39
450,Bilma,NE,2022-04-10 15:06:30,18.6853,12.9164,105.67,3,0,2.26
451,Chenzhou,CN,2022-04-10 15:06:31,25.8,113.0333,69.42,61,3,4.61
452,Kimbe,PG,2022-04-10 15:06:31,-5.5502,150.1429,76.19,92,17,2.93
453,Maneadero,MX,2022-04-10 15:06:31,31.7167,-116.5667,59.11,83,67,4.0
454,Mangai,CD,2022-04-10 15:06:31,-4.05,19.5333,76.41,83,100,0.87
455,Campbell River,CA,2022-04-10 15:06:32,50.0163,-125.2446,38.44,88,100,4.83
456,Lakes Entrance,AU,2022-04-10 15:06:32,-37.8811,147.981,61.27,86,29,7.45
457,Oktyabrskiy,RU,2022-04-10 15:06:32,54.4815,53.471,40.14,97,100,3.11
458,Itatskiy,RU,2022-04-10 15:07:33,56.07,89.0369,25.14,90,100,6.64
459,Alamogordo,US,2022-04-10 15:07:33,32.8995,-105.9603,70.21,26,0,14.97
460,Kieta,PG,2022-04-10 15:07:34,-6.2167,155.6333,78.98,81,98,0.38
461,Novopetrovskoye,RU,2022-04-10 15:07:34,55.9928,36.4719,42.96,68,100,2.8
462,Narsaq,GL,2022-04-10 15:07:34,60.9167,-46.05,35.82,40,100,1.92
463,Grand Gaube,MU,2022-04-10 15:07:35,-20.0064,57.6608,76.37,87,44,18.48
464,Altamont,US,2022-04-10 15:07:35,42.2068,-121.7372,32.77,75,75,9.22
465,Kingsland,US,2022-04-10 15:03:12,30.8,-81.6898,66.96,45,0,4.41
466,Saint-Joseph,RE,2022-04-10 15:07:36,-21.3667,55.6167,77.38,81,37,14.94
467,Maputo,MZ,2022-04-10 15:07:36,-25.9653,32.5892,73.42,73,64,13.18
468,Santarem,BR,2022-04-10 15:07:36,-2.4431,-54.7083,80.73,89,75,8.05
469,Avdon,RU,2022-04-10 15:07:37,54.6667,55.7167,56.52,44,0,4.47
470,Tecoanapa,MX,2022-04-10 15:07:37,16.5167,-98.75,84.49,53,13,3.6
471,Jimo,CN,2022-04-10 15:07:37,36.3897,120.4622,60.84,75,0,5.86
472,Iquique,CL,2022-04-10 15:03:20,-20.2208,-70.1431,66.24,64,18,6.42
473,Peniche,PT,2022-04-10 15:02:43,39.3558,-9.3811,71.08,58,22,21.85
474,Paita,PE,2022-04-10 15:07:38,-5.0892,-81.1144,72.82,74,99,11.63
475,Durant,US,2022-04-10 15:07:38,33.994,-96.3708,68.52,64,40,23.02
476,Beian,NO,2022-04-10 15:07:38,63.6559,9.5683,43.02,81,75,27.63
477,Leh,IN,2022-04-10 15:07:39,34.1667,77.5833,34.05,47,0,6.29
478,Oranjemund,NA,2022-04-10 15:07:39,-28.55,16.4333,74.55,51,0,17.22
479,Vao,NC,2022-04-10 15:07:39,-22.6667,167.4833,77.22,84,80,20.4
480,San Quintin,MX,2022-04-10 15:07:40,30.4833,-115.95,61.03,75,77,5.14
481,Kundiawa,PG,2022-04-10 15:07:40,-6.0167,144.9667,60.73,98,100,4.29
482,Chaman,PK,2022-04-10 15:07:40,30.9236,66.4512,82.04,8,27,3.06
483,Mahon,ES,2022-04-10 15:03:18,39.8885,4.2658,61.36,48,0,9.22
484,Basco,PH,2022-04-10 15:07:41,20.4487,121.9702,79.14,83,72,19.39
485,Khash,IR,2022-04-10 15:07:41,28.2211,61.2158,77.9,7,1,11.01
486,Nishihara,JP,2022-04-10 15:07:41,26.1842,127.7558,73.06,94,100,12.66
487,Esmeraldas,BR,2022-04-10 15:07:42,-19.7625,-44.3139,85.06,54,87,5.53
488,Chimbote,PE,2022-04-10 15:07:42,-9.0853,-78.5783,71.83,78,56,8.01
489,Lagoa,PT,2022-04-10 15:07:42,39.05,-27.9833,55.33,59,100,31.94
490,Tautira,PF,2022-04-10 15:07:43,-17.7333,-149.15,80.55,79,52,17.65
491,Soe,ID,2022-04-10 15:07:43,-9.8607,124.284,63.86,91,2,3.76
492,Faya,SA,2022-04-10 15:07:43,18.3851,42.4509,72.12,37,1,10.89
493,Kholodnyy,RU,2022-04-10 15:07:44,62.7167,147.95,-23.58,100,37,4.16
494,Parrita,CR,2022-04-10 15:07:44,9.5201,-84.3225,86.43,47,99,2.06
495,Amla,IN,2022-04-10 15:07:44,21.9333,78.1167,89.44,12,9,2.57
496,Toora-Khem,RU,2022-04-10 15:07:45,52.4675,96.11,25.45,81,88,2.68
497,Wenling,CN,2022-04-10 15:07:45,28.3669,121.36,62.1,92,33,3.67
498,College,US,2022-04-10 15:07:45,64.8569,-147.8028,13.23,61,100,0.0
499,Port Augusta,AU,2022-04-10 15:07:45,-32.5,137.7667,66.33,86,5,8.37
500,Pouebo,NC,2022-04-10 15:07:46,-20.4,164.5667,74.89,87,46,4.09
501,Ndjole,GA,2022-04-10 15:07:46,-0.1783,10.7649,91.74,48,88,4.25
502,Andenes,NO,2022-04-10 15:03:11,69.3143,16.1194,39.18,60,0,21.85
503,Mogadishu,SO,2022-04-10 15:07:43,2.0371,45.3438,82.47,71,50,13.94
504,Bac Lieu,VN,2022-04-10 15:08:47,9.285,105.7244,80.47,79,37,6.6
505,Lixourion,GR,2022-04-10 15:08:47,38.2019,20.4314,62.6,63,20,14.97
506,Shirokiy,RU,2022-04-10 15:08:47,49.758,129.523,32.14,93,12,10.8
507,Griffith,US,2022-04-10 15:08:48,41.5284,-87.4237,53.15,48,0,10.36
508,Port Hedland,AU,2022-04-10 15:08:48,-20.3167,118.5667,82.45,83,7,9.22
509,Goundam,ML,2022-04-10 15:08:48,16.4145,-3.6708,105.58,6,1,8.55
510,Tual,ID,2022-04-10 15:08:49,-5.6667,132.75,84.33,74,100,13.98
511,Margate,GB,2022-04-10 15:06:55,51.3813,1.3862,54.7,52,99,1.01
512,Teresopolis,BR,2022-04-10 15:08:49,-22.4122,-42.9656,73.38,76,68,3.18
513,Benguela,AO,2022-04-10 15:08:50,-12.5763,13.4055,80.19,79,45,9.19
514,Dunedin,NZ,2022-04-10 15:08:50,-45.8742,170.5036,52.81,86,6,1.99
515,Tadine,NC,2022-04-10 15:08:50,-21.55,167.8833,78.28,84,70,12.53
516,Hovd,MN,2022-04-10 15:08:51,48.0056,91.6419,30.29,38,1,6.49
517,Umm Lajj,SA,2022-04-10 15:08:51,25.0213,37.2685,80.1,54,4,4.03
518,Tagusao,PH,2022-04-10 15:08:51,9.1924,117.8141,75.72,88,100,9.84
519,Kashipur,IN,2022-04-10 15:03:58,29.2167,78.95,86.97,9,0,1.21
520,Moose Factory,CA,2022-04-10 15:08:52,51.2585,-80.6094,30.25,86,100,6.64
521,Vytegra,RU,2022-04-10 15:08:52,61.0064,36.4481,39.45,79,8,9.26
522,Bonthe,SL,2022-04-10 15:08:52,7.5264,-12.505,89.2,59,75,13.02
523,Tayginka,RU,2022-04-10 15:08:53,55.6244,60.5076,36.72,99,100,4.97
524,Qandala,SO,2022-04-10 15:08:53,11.472,49.8728,84.38,57,12,3.6
525,Setermoen,NO,2022-04-10 15:08:53,68.861,18.3486,35.56,70,23,6.44
526,Vredendal,ZA,2022-04-10 15:08:54,-31.6683,18.5012,87.8,24,0,13.65
527,Thinadhoo,MV,2022-04-10 15:08:54,0.5333,72.9333,84.7,65,29,9.86
528,Mamoudzou,YT,2022-04-10 15:08:54,-12.7794,45.2272,85.62,70,75,9.22
529,Sarangani,PH,2022-04-10 15:08:55,5.4033,125.4636,82.26,79,91,21.39
530,Opuwo,NA,2022-04-10 15:08:55,-18.0607,13.84,88.39,20,1,4.45
531,Abu Dhabi,AE,2022-04-10 15:05:27,24.4667,54.3667,91.51,41,0,5.75
532,Kungurtug,RU,2022-04-10 15:08:55,50.5994,97.5228,17.31,85,78,2.57
533,La Madeleine,FR,2022-04-10 15:08:56,50.646,3.0759,56.91,43,0,8.05
534,Nhulunbuy,AU,2022-04-10 15:08:56,-12.2333,136.7667,81.21,83,40,3.44
535,Kuito,AO,2022-04-10 15:08:56,-12.3833,16.9333,65.03,90,100,6.46
536,Cidreira,BR,2022-04-10 15:08:57,-30.1811,-50.2056,74.44,79,4,12.86
537,Anahuac,MX,2022-04-10 15:08:57,27.2333,-100.15,75.94,47,1,10.63
538,Wenzhou,CN,2022-04-10 15:08:57,27.9994,120.6668,68.9,76,46,0.54
539,Tiarei,PF,2022-04-10 15:08:58,-17.5333,-149.3333,77.02,79,32,16.67
540,Wagar,SD,2022-04-10 15:08:58,16.1525,36.2032,104.27,10,2,7.07
541,Garavuti,TJ,2022-04-10 15:08:58,37.5672,68.4469,77.65,23,97,5.41
542,Sarakhs,IR,2022-04-10 15:08:59,36.5449,61.1577,74.93,28,100,24.34
543,Kajaani,FI,2022-04-10 15:08:59,64.2273,27.7285,37.45,65,75,10.36
544,Puerto El Triunfo,SV,2022-04-10 15:08:59,13.2833,-88.55,88.72,44,25,2.1
545,Rafraf,TN,2022-04-10 15:08:59,37.1904,10.1837,64.71,55,97,15.97
546,Pala,TD,2022-04-10 15:09:00,9.3642,14.9046,100.18,20,85,4.07
547,Udankudi,IN,2022-04-10 15:09:00,8.4333,78.0167,83.14,72,100,8.32
548,Tacna,PE,2022-04-10 15:04:44,-18.0056,-70.2483,61.7,62,54,6.58
549,Pathein,MM,2022-04-10 15:07:40,16.7833,94.7333,80.35,77,5,10.56
550,Sant Julia De Loria,AD,2022-04-10 15:09:01,42.4625,1.4825,61.11,39,20,11.5
551,Honningsvag,NO,2022-04-10 15:10:01,70.9821,25.9704,40.75,60,0,5.75
552,Praia,CV,2022-04-10 15:10:01,14.9215,-23.5087,79.34,50,20,26.46
553,Tonj,SS,2022-04-10 15:10:02,7.2737,28.6822,98.85,23,75,5.95
554,Sampit,ID,2022-04-10 15:10:02,-2.5333,112.95,74.82,96,100,2.21
555,Sioux Lookout,CA,2022-04-10 15:10:02,50.1001,-91.917,37.31,92,81,8.5
556,Haines Junction,CA,2022-04-10 15:10:03,60.7522,-137.5108,9.36,88,82,4.94
557,Rocha,UY,2022-04-10 15:10:03,-34.4833,-54.3333,78.93,44,3,11.23
558,Churapcha,RU,2022-04-10 15:10:04,62.0025,132.4325,15.15,90,100,6.31
559,Panshi,CN,2022-04-10 15:10:04,42.9422,126.0561,59.94,54,95,10.94
560,Garchitorena,PH,2022-04-10 15:10:04,13.8804,123.6946,78.55,89,100,12.53
561,Brenham,US,2022-04-10 15:10:04,30.1669,-96.3977,73.35,75,40,14.97
562,Thurso,GB,2022-04-10 15:10:05,58.5927,-3.5259,43.05,67,94,7.11
563,Macusani,PE,2022-04-10 15:10:05,-14.0833,-70.4333,47.7,59,50,1.45
564,Beipiao,CN,2022-04-10 15:10:05,41.7919,120.7792,57.72,55,21,6.67
565,Novo Aripuana,BR,2022-04-10 15:10:06,-5.1206,-60.3797,81.12,79,100,3.13
566,Ixtapa,MX,2022-04-10 15:09:55,20.7,-105.2,74.43,78,0,0.0
567,Tupik,RU,2022-04-10 15:10:06,54.4253,119.9327,16.92,91,100,3.69
568,Nassau,US,2022-04-10 15:10:06,40.7507,-73.5829,50.88,48,20,13.8
